Draft Year,First Season,Draft Pick,Name,College,Team Drafted,Total,1st Year,2nd Year,3rd Year Option,MIN_S1,MIN_S2,PTS_S1,PTS_S2,AST_S1,AST_S2,REB_S1,REB_S2,STL_S1,STL_S2,FG3M_S1,FG3M_S2,FG3A_S1,FG3A_S2,FTM_S1,FTM_S2,FTA_S1,FTA_S2,FGM_S1,FGM_S2,FGA_S1,FGA_S2,cap_space_s1,cap_alloc_s1,cap_space_s2,cap_alloc_s2
2016,2016-2017,9,Jakob Poeltl,Utah,TOR,"$12,231,806 ","$2,703,960 ","$2,825,640 ","$2,947,320 ",626.0,1524.0,165.0,567.0,12.0,57.0,165.0,393.0,17.0,39.0,0.0,1.0,0.0,2.0,31.0,60.0,57.0,101.0,67.0,253.0,115.0,384.0,-17634477.0,111777477.0,-20863468.0,119956468.0
2016,2016-2017,10,Thon Maker,,MIL,"$11,622,123 ","$2,568,600 ","$2,684,160 ","$2,799,720 ",562.0,1238.0,226.0,356.0,23.0,46.0,114.0,225.0,10.0,38.0,28.0,31.0,74.0,104.0,32.0,65.0,49.0,93.0,83.0,130.0,181.0,316.0,1466670.0,92676330.0,-17121360.0,116214360.0
2016,2016-2017,11,Domantas Sabonis,Gonzaga,ORL,"$11,179,555 ","$2,440,200 ","$2,550,000 ","$2,659,800 ",1631.0,1810.0,479.0,861.0,82.0,151.0,288.0,572.0,39.0,40.0,51.0,13.0,159.0,37.0,44.0,168.0,67.0,224.0,192.0,340.0,481.0,661.0,-10151550.0,104294550.0,3554689.0,95538311.0
2016,2016-2017,12,Taurean Prince,Baylor,UTA,"$10,749,666 ","$2,318,280 ","$2,422,560 ","$2,526,840 ",981.0,2464.0,335.0,1158.0,55.0,214.0,157.0,389.0,43.0,85.0,33.0,176.0,102.0,457.0,74.0,152.0,94.0,180.0,114.0,415.0,285.0,975.0,13644808.0,80498192.0,-7769254.0,106862254.0
2016,2016-2017,13,Georgios Papagiannis,,PHO,"$10,334,366 ","$2,202,240 ","$2,301,360 ","$2,400,480 ",355.0,118.0,124.0,34.0,20.0,9.0,86.0,36.0,3.0,2.0,0.0,0.0,2.0,0.0,12.0,0.0,14.0,0.0,56.0,17.0,102.0,41.0,9087747.0,85055253.0,6574366.0,92518634.0
2016,2016-2017,14,Denzel Valentine,Michigan State,CHI,"$9,936,769 ","$2,092,200 ","$2,186,400 ","$2,280,600 ",977.0,2095.0,291.0,783.0,63.0,244.0,151.0,393.0,30.0,65.0,73.0,143.0,208.0,370.0,14.0,38.0,18.0,51.0,102.0,301.0,288.0,721.0,967462.0,93175538.0,8987375.0,90105625.0
2016,2016-2017,15,Juancho Hernangomez,,DEN,"$9,551,670 ","$1,987,440 ","$2,076,840 ","$2,166,360 ",842.0,277.0,305.0,82.0,29.0,12.0,187.0,54.0,30.0,6.0,46.0,14.0,113.0,50.0,57.0,10.0,76.0,12.0,101.0,29.0,224.0,75.0,11561064.0,82581936.0,-7422203.0,106515203.0
2016,2016-2017,16,Guerschon Yabusele,,BOS,"$9,076,636 ","$1,888,200 ","$1,973,160 ","$2,058,120 ",235.0,251.0,79.0,94.0,16.0,15.0,52.0,53.0,4.0,8.0,12.0,9.0,37.0,28.0,15.0,15.0,22.0,22.0,26.0,35.0,61.0,77.0,3128440.0,95964560.0,-15702620.0,117571620.0
2016,2016-2017,17,Wade Baldwin,Vanderbilt,MEM,"$8,626,446 ","$1,793,760 ","$1,874,400 ","$1,955,160 ",,,,,,,,,,,,,,,,,,,,,,,,,,
2016,2016-2017,18,Henry Ellenson,Marquette,DET,"$8,199,204 ","$1,704,120 ","$1,780,800 ","$1,857,480 ",146.0,329.0,60.0,151.0,7.0,20.0,41.0,81.0,1.0,5.0,10.0,20.0,35.0,60.0,4.0,25.0,8.0,29.0,23.0,53.0,64.0,146.0,-13758937.0,107901937.0,-19804722.0,118897722.0
2016,2016-2017,19,Malik Beasley,Florida State,DEN,"$7,833,514 ","$1,627,320 ","$1,700,640 ","$1,773,840 ",165.0,583.0,83.0,196.0,11.0,31.0,17.0,71.0,7.0,15.0,9.0,28.0,28.0,82.0,8.0,22.0,10.0,33.0,33.0,73.0,73.0,178.0,11561064.0,82581936.0,-7422203.0,106515203.0
2016,2016-2017,20,Caris LeVert,Michigan,IND,"$7,523,278 ","$1,562,280 ","$1,632,480 ","$1,702,800 ",1237.0,1864.0,468.0,858.0,110.0,299.0,188.0,260.0,49.0,82.0,59.0,85.0,184.0,245.0,67.0,133.0,93.0,187.0,171.0,320.0,380.0,735.0,140996.0,94002004.0,5431031.0,93661969.0
2016,2016-2017,21,DeAndre' Bembry,Saint Joseph's,ATL,"$7,305,582 ","$1,499,760 ","$1,567,200 ","$1,634,640 ",371.0,455.0,101.0,136.0,28.0,49.0,59.0,72.0,8.0,21.0,1.0,11.0,18.0,30.0,6.0,19.0,16.0,33.0,47.0,53.0,98.0,128.0,-1420799.0,95563799.0,-1015457.0,100108457.0
2016,2016-2017,22,Malachi Richardson,Syracuse,CHO,"$7,095,397 ","$1,439,880 ","$1,504,560 ","$1,569,360 ",198.0,319.0,79.0,87.0,11.0,13.0,23.0,33.0,5.0,10.0,8.0,12.0,28.0,39.0,15.0,17.0,19.0,22.0,28.0,29.0,68.0,88.0,-7893240.0,102036240.0,-21077928.0,120170928.0
2016,2016-2017,23,Ante Zizic,,BOS,"$6,890,344 ","$1,382,280 ","$1,444,440 ","$1,506,720 ",214.0,1082.0,119.0,459.0,5.0,53.0,60.0,320.0,2.0,13.0,0.0,0.0,0.0,0.0,21.0,93.0,29.0,132.0,49.0,183.0,67.0,331.0,3128440.0,95964560.0,-15702620.0,117571620.0
2016,2016-2017,24,Timothe Luwawu-Cabarrot,,PHI,"$6,689,604 ","$1,326,960 ","$1,386,600 ","$1,446,360 ",1190.0,807.0,445.0,299.0,75.0,54.0,149.0,72.0,32.0,12.0,50.0,53.0,161.0,158.0,105.0,46.0,123.0,58.0,145.0,100.0,361.0,267.0,5139369.0,89003631.0,-927936.0,100020936.0
2016,2016-2017,25,Brice Johnson,UNC,LAC,"$6,494,325 ","$1,273,920 ","$1,331,160 ","$1,388,520 ",9.0,38.0,4.0,16.0,1.0,1.0,3.0,13.0,2.0,6.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,2.0,2.0,7.0,7.0,11.0,-23868825.0,118011825.0,-19724049.0,118817049.0
2016,2016-2017,26,Furkan Korkmaz,,PHI,"$6,281,419 ","$1,231,560 ","$1,287,000 ","$1,342,440 ",80.0,679.0,23.0,279.0,4.0,52.0,11.0,107.0,2.0,29.0,5.0,47.0,17.0,144.0,2.0,36.0,4.0,44.0,8.0,98.0,28.0,245.0,-927936.0,100020936.0,-10093081.0,111962081.0
2016,2016-2017,27,Pascal Siakam,New Mexico State,TOR,"$6,101,479 ","$1,196,040 ","$1,249,920 ","$1,303,680 ",859.0,1679.0,229.0,589.0,17.0,159.0,185.0,364.0,26.0,62.0,1.0,29.0,7.0,132.0,22.0,54.0,32.0,87.0,103.0,253.0,205.0,498.0,-17634477.0,111777477.0,-20863468.0,119956468.0
2016,2016-2017,28,Skal Labissiere,Kentucky,PHO,"$6,065,687 ","$1,188,840 ","$1,242,240 ","$1,295,760 ",612.0,1240.0,289.0,523.0,27.0,72.0,162.0,287.0,16.0,25.0,3.0,18.0,8.0,51.0,52.0,95.0,74.0,118.0,117.0,205.0,218.0,458.0,9087747.0,85055253.0,6574366.0,92518634.0
2016,2016-2017,29,Dejounte Murray,Washington,SAS,"$6,021,335 ","$1,180,080 ","$1,233,240 ","$1,286,280 ",322.0,1743.0,130.0,654.0,48.0,231.0,42.0,459.0,8.0,97.0,9.0,9.0,23.0,34.0,21.0,105.0,30.0,148.0,50.0,270.0,116.0,609.0,-14229141.0,108372141.0,-18531936.0,117624936.0
2016,2016-2017,30,Damian Jones,Vanderbilt,GSW,"$5,977,897 ","$1,171,560 ","$1,224,240 ","$1,277,040 ",85.0,89.0,19.0,25.0,0.0,2.0,23.0,14.0,1.0,1.0,0.0,0.0,0.0,0.0,3.0,3.0,10.0,5.0,8.0,11.0,16.0,22.0,-6098842.0,100241842.0,-37750128.0,136843128.0
2017,2017-2018,1,Markelle Fultz,Washington,PHI,"$37,400,017 ","$7,026,240 ","$8,339,880 ","$9,745,200 ",253.0,427.0,100.0,155.0,53.0,59.0,43.0,70.0,12.0,17.0,0.0,4.0,1.0,14.0,10.0,21.0,21.0,37.0,45.0,65.0,111.0,155.0,-927936.0,100020936.0,-10093081.0,111962081.0
2017,2017-2018,2,Lonzo Ball,UCLA,LAL,"$33,471,622 ","$6,286,560 ","$7,461,960 ","$8,719,320 ",1780.0,1423.0,528.0,465.0,376.0,255.0,360.0,251.0,88.0,69.0,90.0,75.0,295.0,228.0,32.0,20.0,71.0,48.0,203.0,185.0,564.0,456.0,-6027157.0,105120157.0,-3464698.0,105333698.0
2017,2017-2018,3,Jayson Tatum,Duke,BOS,"$30,073,320 ","$5,645,400 ","$6,700,800 ","$7,830,000 ",2443.0,2455.0,1112.0,1243.0,128.0,168.0,402.0,477.0,83.0,84.0,105.0,116.0,242.0,311.0,213.0,195.0,258.0,228.0,397.0,466.0,835.0,1036.0,3128440.0,95964560.0,-15702620.0,117571620.0
2017,2017-2018,4,Josh Jackson,Kansas,PHO,"$27,121,282 ","$5,090,040 ","$6,041,520 ","$7,059,480 ",1959.0,1988.0,1012.0,910.0,119.0,183.0,351.0,347.0,80.0,74.0,57.0,73.0,217.0,225.0,177.0,143.0,279.0,213.0,389.0,347.0,932.0,841.0,6574366.0,92518634.0,-6584793.0,108453793.0
2017,2017-2018,5,De'Aaron Fox,Kentucky,SAC,"$24,572,507 ","$4,609,200 ","$5,470,920 ","$6,392,760 ",2026.0,2546.0,844.0,1399.0,320.0,590.0,204.0,304.0,70.0,133.0,47.0,86.0,153.0,232.0,141.0,303.0,195.0,417.0,328.0,505.0,797.0,1102.0,1938794.0,97154206.0,-2169467.0,104038467.0
2017,2017-2018,6,Jonathan Isaac,Florida State,ORL,"$22,324,406 ","$4,186,320 ","$4,969,080 ","$5,806,440 ",535.0,1996.0,145.0,720.0,18.0,80.0,99.0,411.0,33.0,59.0,16.0,86.0,46.0,266.0,19.0,110.0,25.0,135.0,55.0,262.0,145.0,611.0,3554689.0,95538311.0,-15891938.0,117760938.0
2017,2017-2018,7,Lauri Markkanen,Arizona,MIN,"$20,389,668 ","$3,821,640 ","$4,536,120 ","$5,300,400 ",2020.0,1682.0,1033.0,974.0,79.0,75.0,508.0,470.0,39.0,37.0,145.0,120.0,401.0,332.0,140.0,170.0,166.0,195.0,374.0,342.0,862.0,795.0,-6086927.0,105179927.0,-19993669.0,121862669.0
2017,2017-2018,8,Frank Ntilikina,,NYK,"$18,689,218 ","$3,501,120 ","$4,155,720 ","$4,855,800 ",1706.0,904.0,463.0,246.0,250.0,121.0,177.0,87.0,65.0,30.0,50.0,33.0,157.0,115.0,49.0,23.0,68.0,30.0,182.0,95.0,500.0,282.0,-5312156.0,104405156.0,-21396800.0,123265800.0
2017,2017-2018,9,Dennis Smith Jr.,NC State,DAL,"$17,188,557 ","$3,218,280 ","$3,819,960 ","$4,463,640 ",2049.0,908.0,1048.0,414.0,358.0,138.0,260.0,97.0,71.0,40.0,106.0,43.0,339.0,125.0,134.0,57.0,193.0,82.0,404.0,157.0,1024.0,357.0,13945967.0,85147033.0,14108940.0,87760060.0
2017,2017-2018,10,Zach Collins,Gonzaga,SAC,"$16,332,615 ","$3,057,240 ","$3,628,920 ","$4,240,200 ",1045.0,1356.0,292.0,512.0,52.0,71.0,221.0,324.0,17.0,25.0,35.0,40.0,113.0,121.0,27.0,94.0,42.0,126.0,115.0,189.0,289.0,400.0,1938794.0,97154206.0,-2169467.0,104038467.0
2017,2017-2018,11,Malik Monk,Kentucky,CHO,"$15,726,047 ","$2,904,480 ","$3,447,480 ","$4,028,400 ",854.0,1258.0,421.0,653.0,91.0,117.0,66.0,137.0,20.0,37.0,83.0,109.0,243.0,330.0,32.0,90.0,38.0,102.0,153.0,227.0,425.0,586.0,-21077928.0,120170928.0,-22803166.0,124672166.0
2017,2017-2018,12,Luke Kennard,Duke,DET,"$15,135,546 ","$2,759,280 ","$3,275,280 ","$3,827,160 ",1463.0,1437.0,558.0,613.0,124.0,114.0,176.0,183.0,44.0,26.0,81.0,106.0,195.0,269.0,65.0,51.0,76.0,61.0,206.0,228.0,465.0,520.0,-19804722.0,118897722.0,-23127010.0,124996010.0
2017,2017-2018,13,Donovan Mitchell,Louisville,DEN,"$14,564,021 ","$2,621,280 ","$3,111,480 ","$3,635,760 ",2638.0,2598.0,1616.0,1829.0,291.0,322.0,296.0,316.0,118.0,106.0,187.0,188.0,550.0,519.0,239.0,319.0,297.0,396.0,595.0,661.0,1362.0,1530.0,-7422203.0,106515203.0,-17259560.0,119128560.0
2017,2017-2018,14,Bam Adebayo,Kentucky,MIA,"$14,015,772 ","$2,490,360 ","$2,955,840 ","$3,454,080 ",1368.0,1913.0,477.0,729.0,101.0,184.0,381.0,597.0,32.0,71.0,0.0,3.0,7.0,15.0,129.0,166.0,179.0,226.0,174.0,280.0,340.0,486.0,-5972917.0,105065917.0,-24392568.0,126261568.0
2017,2017-2018,15,Justin Jackson,UNC,POR,"$13,484,010 ","$2,365,560 ","$2,807,880 ","$3,280,920 ",1506.0,1083.0,453.0,346.0,74.0,68.0,187.0,146.0,28.0,23.0,57.0,55.0,185.0,159.0,26.0,41.0,36.0,50.0,185.0,125.0,419.0,295.0,-20172261.0,119265261.0,-31227018.0,133096018.0
2017,2017-2018,16,Justin Patton,Creighton,CHI,"$12,814,166 ","$2,247,480 ","$2,667,600 ","$3,117,240 ",4.0,21.0,2.0,5.0,0.0,3.0,0.0,6.0,1.0,2.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,2.0,1.0,2.0,2.0,7.0,8987375.0,90105625.0,-10145084.0,112014084.0
2017,2017-2018,17,D.J. Wilson,Michigan,MIL,"$12,178,720 ","$2,135,040 ","$2,534,280 ","$2,961,120 ",71.0,882.0,21.0,280.0,3.0,52.0,10.0,222.0,3.0,18.0,2.0,46.0,5.0,127.0,1.0,26.0,2.0,47.0,9.0,104.0,16.0,251.0,-17121360.0,116214360.0,-22044271.0,123913271.0
2017,2017-2018,18,T.J. Leaf,UCLA,IND,"$11,576,025 ","$2,028,360 ","$2,407,560 ","$2,813,280 ",459.0,522.0,156.0,225.0,9.0,24.0,82.0,125.0,5.0,9.0,18.0,8.0,42.0,31.0,10.0,19.0,16.0,31.0,64.0,99.0,136.0,183.0,5431031.0,93661969.0,-8710462.0,110579462.0
2017,2017-2018,19,John Collins,Wake Forest,ATL,"$11,059,862 ","$1,936,920 ","$2,299,080 ","$2,686,560 ",1785.0,1828.0,777.0,1188.0,98.0,121.0,541.0,595.0,47.0,22.0,16.0,55.0,47.0,158.0,133.0,203.0,186.0,266.0,314.0,465.0,545.0,831.0,-1015457.0,100108457.0,-1703575.0,103572575.0
2017,2017-2018,20,Harry Giles,Duke,POR,"$10,621,750 ","$1,859,400 ","$2,207,040 ","$2,578,800 ",,,,,,,,,,,,,,,,,,,,,,,,,,
2017,2017-2018,21,Terrance Ferguson,,OKC,"$10,323,693 ","$1,785,000 ","$2,118,840 ","$2,475,840 ",763.0,1931.0,189.0,513.0,19.0,72.0,47.0,141.0,24.0,40.0,40.0,106.0,120.0,290.0,9.0,37.0,10.0,51.0,70.0,185.0,169.0,431.0,-35298728.0,134391728.0,-45602767.0,147471767.0
2017,2017-2018,22,Jarrett Allen,Texas,BRK,"$10,034,582 ","$1,713,720 ","$2,034,120 ","$2,376,840 ",1441.0,2096.0,587.0,873.0,49.0,110.0,388.0,672.0,28.0,43.0,5.0,6.0,15.0,45.0,114.0,197.0,147.0,278.0,234.0,335.0,397.0,568.0,-15982693.0,115075693.0,-26925955.0,128794955.0
2017,2017-2018,23,OG Anunoby,Indiana,TOR,"$9,751,975 ","$1,645,200 ","$1,952,760 ","$2,281,800 ",1481.0,1352.0,438.0,469.0,55.0,47.0,184.0,197.0,52.0,46.0,73.0,67.0,197.0,202.0,39.0,36.0,62.0,62.0,163.0,183.0,346.0,404.0,-20863468.0,119956468.0,-47818828.0,149687828.0
2017,2017-2018,24,Tyler Lydon,Syracuse,UTA,"$9,476,369 ","$1,579,440 ","$1,874,640 ","$2,190,720 ",2.0,94.0,0.0,23.0,0.0,6.0,0.0,18.0,0.0,2.0,0.0,4.0,0.0,10.0,0.0,1.0,0.0,3.0,0.0,9.0,0.0,18.0,-7769254.0,106862254.0,-12968858.0,114837858.0
2017,2017-2018,25,Anzejs Pasecniks,,ORL,"$9,206,343 ","$1,516,200 ","$1,799,640 ","$2,103,000 ",,,,,,,,,,,,,,,,,,,,,,,,,,
2017,2017-2018,26,Caleb Swanigan,Purdue,POR,"$8,904,867 ","$1,465,920 ","$1,740,000 ","$2,033,160 ",189.0,145.0,61.0,35.0,14.0,7.0,54.0,52.0,5.0,4.0,1.0,1.0,8.0,5.0,12.0,6.0,18.0,7.0,24.0,14.0,60.0,44.0,-20172261.0,119265261.0,-31227018.0,133096018.0
2017,2017-2018,27,Kyle Kuzma,Utah,BRK,"$8,650,178 ","$1,423,560 ","$1,689,840 ","$1,974,600 ",2401.0,2314.0,1242.0,1308.0,141.0,178.0,483.0,382.0,49.0,41.0,159.0,128.0,434.0,422.0,147.0,188.0,208.0,250.0,468.0,496.0,1039.0,1087.0,-15982693.0,115075693.0,-26925955.0,128794955.0
2017,2017-2018,28,Tony Bradley,UNC,LAL,"$8,598,860 ","$1,414,920 ","$1,679,520 ","$1,962,360 ",29.0,36.0,8.0,17.0,1.0,1.0,11.0,15.0,0.0,2.0,0.0,0.0,1.0,0.0,2.0,1.0,2.0,2.0,3.0,8.0,11.0,16.0,-6027157.0,105120157.0,-3464698.0,105333698.0
2017,2017-2018,29,Derrick White,Colorado,SAS,"$8,536,124 ","$1,404,600 ","$1,667,160 ","$1,948,080 ",139.0,1728.0,54.0,663.0,9.0,263.0,26.0,247.0,4.0,67.0,8.0,48.0,13.0,142.0,14.0,95.0,20.0,123.0,16.0,260.0,33.0,543.0,-18531936.0,117624936.0,-24263717.0,126132717.0
2017,2017-2018,30,Josh Hart,Villanova,UTA,"$8,474,999 ","$1,394,520 ","$1,655,160 ","$1,934,160 ",1461.0,1715.0,496.0,525.0,80.0,93.0,263.0,248.0,47.0,64.0,78.0,92.0,197.0,274.0,66.0,55.0,94.0,80.0,176.0,189.0,375.0,464.0,-7769254.0,106862254.0,-12968858.0,114837858.0
2018,2018-2019,1,Deandre Ayton,Arizona,PHO,"$40,379,230 ","$8,165,160 ","$9,562,920 ","$10,018,200 ",2183.0,1236.0,1159.0,690.0,125.0,72.0,729.0,436.0,61.0,26.0,0.0,3.0,4.0,13.0,141.0,67.0,189.0,89.0,509.0,310.0,870.0,568.0,-6584793.0,108453793.0,-11997310.0,121137310.0
2018,2018-2019,2,Marvin Bagley III,Duke,SAC,"$36,137,474 ","$7,305,600 ","$8,556,120 ","$8,963,640 ",1568.0,334.0,923.0,185.0,62.0,10.0,471.0,97.0,33.0,6.0,30.0,4.0,96.0,22.0,181.0,25.0,262.0,31.0,356.0,78.0,706.0,167.0,-2169467.0,104038467.0,-7725503.0,116865503.0
2018,2018-2019,3,Luka Doncic,,ATL,"$32,467,751 ","$6,560,640 ","$7,683,360 ","$8,049,360 ",,,,,,,,,,,,,,,,,,,,,,,,,,
2018,2018-2019,4,Jaren Jackson Jr.,Michigan State,MEM,"$29,280,440 ","$5,915,040 ","$6,927,480 ","$7,257,360 ",1515.0,1622.0,798.0,990.0,64.0,78.0,272.0,262.0,52.0,40.0,51.0,145.0,142.0,368.0,151.0,139.0,197.0,186.0,298.0,353.0,589.0,753.0,-22345557.0,124214557.0,-23704749.0,132844749.0
2018,2018-2019,5,Trae Young,Oklahoma,DAL,"$26,527,711 ","$5,356,440 ","$6,273,000 ","$6,571,800 ",2503.0,2120.0,1549.0,1778.0,653.0,560.0,301.0,255.0,72.0,65.0,156.0,205.0,482.0,568.0,343.0,481.0,414.0,559.0,525.0,546.0,1256.0,1249.0,14108940.0,87760060.0,-27053863.0,136193863.0
2018,2018-2019,6,Mo Bamba,Texas,ORL,"$24,100,423 ","$4,865,040 ","$5,697,600 ","$5,969,040 ",766.0,878.0,292.0,332.0,39.0,42.0,233.0,302.0,13.0,23.0,21.0,37.0,70.0,107.0,37.0,31.0,63.0,46.0,117.0,132.0,243.0,286.0,-15891938.0,117760938.0,-37406422.0,146546422.0
2018,2018-2019,7,Wendell Carter Jr.,Duke,CHI,"$22,011,467 ","$4,441,200 ","$5,201,400 ","$5,448,840 ",1110.0,1256.0,455.0,484.0,78.0,51.0,307.0,405.0,26.0,33.0,6.0,6.0,32.0,29.0,89.0,112.0,112.0,152.0,180.0,183.0,371.0,343.0,-10145084.0,112014084.0,-4068742.0,113208742.0
2018,2018-2019,8,Collin Sexton,Alabama,CLE,"$20,175,111 ","$4,068,600 ","$4,764,960 ","$4,991,880 ",2605.0,2143.0,1371.0,1349.0,243.0,192.0,236.0,204.0,44.0,65.0,119.0,97.0,296.0,255.0,214.0,226.0,255.0,267.0,519.0,513.0,1206.0,1086.0,-21830800.0,123699800.0,-26135863.0,135275863.0
2018,2018-2019,9,Kevin Knox,Kentucky,NYK,"$18,554,698 ","$3,739,920 ","$4,380,120 ","$4,588,680 ",,,,,,,,,,,,,,,,,,,,,,,,,,
2018,2018-2019,10,Mikal Bridges,Villanova,PHI,"$17,630,685 ","$3,552,960 ","$4,161,000 ","$4,359,000 ",2417.0,2042.0,684.0,667.0,173.0,129.0,264.0,292.0,129.0,102.0,105.0,70.0,313.0,194.0,95.0,103.0,118.0,122.0,242.0,247.0,563.0,484.0,-10093081.0,111962081.0,-20962816.0,130102816.0
2018,2018-2019,11,Shai Gilgeous-Alexander,Kentucky,CHO,"$16,965,132 ","$3,375,360 ","$3,952,920 ","$4,141,320 ",2174.0,2428.0,889.0,1331.0,270.0,232.0,232.0,412.0,96.0,79.0,51.0,87.0,139.0,251.0,156.0,288.0,195.0,357.0,341.0,478.0,716.0,1015.0,-22803166.0,124672166.0,-18172849.0,127312849.0
2018,2018-2019,12,Miles Bridges,Michigan State,LAC,"$16,317,853 ","$3,206,640 ","$3,755,400 ","$3,934,320 ",1696.0,1996.0,597.0,843.0,95.0,114.0,323.0,362.0,55.0,40.0,65.0,99.0,200.0,300.0,58.0,106.0,77.0,131.0,237.0,319.0,511.0,753.0,-16701700.0,118570700.0,-21014932.0,130154932.0
2018,2018-2019,13,Jerome Robinson,Boston College,LAC,"$15,692,356 ","$3,046,200 ","$3,567,720 ","$3,737,520 ",321.0,476.0,112.0,122.0,19.0,46.0,41.0,60.0,11.0,13.0,18.0,19.0,57.0,67.0,6.0,11.0,9.0,19.0,44.0,46.0,110.0,136.0,-16701700.0,118570700.0,-21014932.0,130154932.0
2018,2018-2019,14,Michael Porter Jr.,Missouri,DEN,"$15,093,095 ","$2,894,160 ","$3,389,400 ","$3,550,800 ",903.0,1912.0,512.0,1162.0,46.0,70.0,259.0,445.0,27.0,40.0,62.0,170.0,147.0,382.0,60.0,106.0,72.0,134.0,195.0,443.0,383.0,817.0,-22714274.0,131854274.0,-22680534.0,131820534.0
2018,2018-2019,15,Troy Brown Jr.,Oregon,WAS,"$14,511,964 ","$2,749,080 ","$3,219,480 ","$3,372,840 ",730.0,1782.0,248.0,716.0,80.0,178.0,145.0,383.0,21.0,85.0,22.0,61.0,69.0,179.0,32.0,109.0,47.0,139.0,97.0,273.0,234.0,622.0,-24721911.0,126590911.0,-25389412.0,134529412.0
2018,2018-2019,16,Zhaire Smith,Texas Tech,PHO,"$13,791,056 ","$2,611,800 ","$3,058,800 ","$3,204,600 ",111.0,32.0,40.0,8.0,10.0,2.0,13.0,2.0,2.0,3.0,6.0,0.0,16.0,3.0,6.0,2.0,8.0,4.0,14.0,3.0,34.0,11.0,-6584793.0,108453793.0,-11997310.0,121137310.0
2018,2018-2019,17,Donte DiVincenzo,Villanova,MIL,"$13,106,790 ","$2,481,000 ","$2,905,800 ","$3,044,160 ",411.0,1520.0,131.0,610.0,31.0,154.0,65.0,318.0,13.0,85.0,22.0,83.0,83.0,247.0,9.0,63.0,12.0,86.0,50.0,232.0,124.0,510.0,-22044271.0,123913271.0,-21089664.0,130229664.0
2018,2018-2019,18,Lonnie Walker IV,Miami (FL),SAS,"$12,457,536 ","$2,357,160 ","$2,760,480 ","$2,892,000 ",118.0,988.0,45.0,389.0,9.0,68.0,17.0,139.0,7.0,32.0,5.0,41.0,13.0,101.0,8.0,44.0,10.0,61.0,16.0,152.0,46.0,357.0,-24263717.0,126132717.0,-29077953.0,138217953.0
2018,2018-2019,19,Kevin Huerter,Maryland,ATL,"$11,902,517 ","$2,250,960 ","$2,636,280 ","$2,761,920 ",2049.0,1760.0,727.0,684.0,214.0,213.0,245.0,228.0,65.0,51.0,136.0,127.0,353.0,334.0,41.0,53.0,56.0,64.0,275.0,252.0,657.0,610.0,-1703575.0,103572575.0,-3202555.0,112342555.0
2018,2018-2019,20,Josh Okogie,Georgia Tech,MIN,"$11,430,344 ","$2,160,720 ","$2,530,680 ","$2,651,040 ",1757.0,1547.0,570.0,533.0,91.0,99.0,218.0,268.0,88.0,68.0,60.0,41.0,215.0,154.0,118.0,152.0,162.0,191.0,196.0,170.0,508.0,398.0,-19993669.0,121862669.0,-27108239.0,136248239.0
2018,2018-2019,21,Grayson Allen,Duke,UTA,"$11,103,735 ","$2,074,320 ","$2,429,400 ","$2,545,320 ",416.0,718.0,211.0,330.0,25.0,52.0,23.0,85.0,6.0,10.0,32.0,57.0,99.0,141.0,45.0,39.0,60.0,45.0,67.0,117.0,178.0,251.0,-12968858.0,114837858.0,-18072555.0,127212555.0
2018,2018-2019,22,Chandler Hutchison,Boise State,CHI,"$10,786,739 ","$1,991,520 ","$2,332,320 ","$2,443,440 ",895.0,527.0,229.0,218.0,34.0,26.0,185.0,108.0,23.0,27.0,14.0,12.0,50.0,38.0,23.0,46.0,38.0,78.0,96.0,80.0,209.0,175.0,-10145084.0,112014084.0,-4068742.0,113208742.0
2018,2018-2019,23,Aaron Holiday,UCLA,IND,"$10,477,351 ","$1,911,960 ","$2,239,200 ","$2,345,640 ",646.0,1617.0,294.0,627.0,87.0,225.0,67.0,156.0,21.0,55.0,43.0,87.0,127.0,221.0,41.0,74.0,50.0,87.0,105.0,233.0,262.0,563.0,-8710462.0,110579462.0,-5451944.0,114591944.0
2018,2018-2019,24,Anfernee Simons,,POR,"$10,175,938 ","$1,835,520 ","$2,149,560 ","$2,252,040 ",141.0,1449.0,75.0,579.0,13.0,97.0,13.0,152.0,1.0,26.0,10.0,75.0,29.0,226.0,9.0,76.0,16.0,92.0,28.0,214.0,63.0,536.0,-31227018.0,133096018.0,-28527430.0,137667430.0
2018,2018-2019,25,Moritz Wagner,Michigan,LAL,"$9,881,138 ","$1,762,080 ","$2,063,520 ","$2,161,920 ",446.0,835.0,207.0,393.0,24.0,56.0,85.0,219.0,11.0,28.0,22.0,25.0,77.0,80.0,43.0,78.0,53.0,95.0,71.0,145.0,171.0,266.0,-3464698.0,105333698.0,-13583507.0,122723507.0
2018,2018-2019,26,Landry Shamet,Wichita State,PHI,"$9,557,142 ","$1,703,640 ","$1,995,120 ","$2,090,040 ",1108.0,694.0,449.0,273.0,59.0,58.0,78.0,56.0,24.0,13.0,99.0,68.0,245.0,151.0,44.0,31.0,54.0,39.0,153.0,87.0,347.0,210.0,-10093081.0,111962081.0,-10093081.0,111962081.0
2018,2018-2019,27,Robert Williams,Texas A&M,BOS,"$9,283,856 ","$1,654,440 ","$1,937,520 ","$2,029,920 ",,,,,,,,,,,,,,,,,,,,,,,,,,
