Draft Year,First Season,Draft Pick,Name,College,Team Drafted,Total,1st Year,2nd Year,3rd Year Option,MIN_S1,MIN_S2,PTS_S1,PTS_S2,AST_S1,AST_S2,REB_S1,REB_S2,STL_S1,STL_S2,FG3M_S1,FG3M_S2,FG3A_S1,FG3A_S2,FTM_S1,FTM_S2,FTA_S1,FTA_S2,FGM_S1,FGM_S2,FGA_S1,FGA_S2,cap_space_s1,cap_alloc_s1,cap_space_s2,cap_alloc_s2
2013,2013-2014,17,Dennis Schroder,,ATL,"$7,780,502 ","$1,617,840 ","$1,690,680 ","$1,763,400 ",,,,,,,,,,,,,,,,,,,,,,,,,,
2013,2013-2014,18,Shane Larkin,Miami (FL),ATL,"$7,395,002 ","$1,536,960 ","$1,606,080 ","$1,675,320 ",489.0,1865.0,132.0,470.0,71.0,226.0,42.0,176.0,26.0,93.0,12.0,35.0,38.0,116.0,16.0,61.0,25.0,78.0,52.0,187.0,137.0,432.0,201441.0,58477559.0,4736043.0,58328957.0
2013,2013-2014,19,Sergey Karasev,,CLE,"$7,065,274 ","$1,467,840 ","$1,533,840 ","$1,599,840 ",156.0,555.0,37.0,153.0,6.0,46.0,16.0,66.0,3.0,23.0,4.0,16.0,19.0,54.0,9.0,29.0,10.0,38.0,12.0,54.0,35.0,134.0,-7500320.0,66179320.0,-18312634.0,81377634.0
2013,2013-2014,20,Tony Snell,New Mexico,CHI,"$6,785,647 ","$1,409,040 ","$1,472,400 ","$1,535,880 ",1231.0,1412.0,346.0,435.0,68.0,62.0,124.0,176.0,29.0,32.0,57.0,73.0,178.0,197.0,31.0,44.0,41.0,55.0,129.0,159.0,336.0,371.0,-12394626.0,71073626.0,-4367537.0,67432537.0
2013,2013-2014,21,Gorgui Dieng,Louisville,UTA,"$6,589,343 ","$1,352,640 ","$1,413,480 ","$1,474,440 ",818.0,2193.0,286.0,710.0,39.0,146.0,300.0,609.0,30.0,71.0,1.0,1.0,1.0,6.0,59.0,191.0,93.0,244.0,113.0,259.0,227.0,512.0,1252330.0,57426670.0,4159382.0,58905618.0
2013,2013-2014,22,Mason Plumlee,Duke,BRK,"$6,399,770 ","$1,298,640 ","$1,357,080 ","$1,415,520 ",1275.0,1743.0,520.0,717.0,60.0,74.0,308.0,512.0,49.0,65.0,0.0,0.0,3.0,3.0,122.0,157.0,195.0,317.0,199.0,280.0,302.0,489.0,-11965150.0,70644150.0,2661766.0,60403234.0
2013,2013-2014,23,Solomon Hill,Arizona,IND,"$6,214,419 ","$1,246,680 ","$1,302,840 ","$1,358,880 ",226.0,2381.0,47.0,729.0,12.0,184.0,41.0,314.0,5.0,66.0,7.0,68.0,23.0,208.0,6.0,159.0,7.0,193.0,17.0,251.0,40.0,634.0,-8749228.0,67428228.0,-12933942.0,75998942.0
2013,2013-2014,24,Tim Hardaway Jr.,Michigan,NYK,"$6,033,525 ","$1,196,760 ","$1,250,640 ","$1,304,520 ",1875.0,1681.0,824.0,804.0,66.0,127.0,121.0,156.0,44.0,20.0,130.0,121.0,358.0,354.0,106.0,125.0,128.0,156.0,294.0,279.0,687.0,717.0,-29598907.0,88277907.0,-21132750.0,84197750.0
2013,2013-2014,25,Reggie Bullock,UNC,LAC,"$5,857,804 ","$1,149,000 ","$1,200,720 ","$1,252,440 ",,,,,,,,,,,,,,,,,,,,,,,,,,
2013,2013-2014,26,Andre Roberson,Colorado,MIN,"$5,665,592 ","$1,110,840 ","$1,160,880 ","$1,210,800 ",399.0,1286.0,75.0,228.0,15.0,70.0,94.0,255.0,19.0,53.0,2.0,21.0,13.0,85.0,7.0,23.0,10.0,48.0,33.0,92.0,68.0,201.0,-9475796.0,68154796.0,-5770033.0,68835033.0
2013,2013-2014,27,Rudy Gobert,,DEN,"$5,503,368 ","$1,078,800 ","$1,127,400 ","$1,175,880 ",434.0,2158.0,104.0,686.0,7.0,109.0,155.0,775.0,8.0,64.0,0.0,0.0,0.0,2.0,32.0,170.0,65.0,273.0,36.0,258.0,74.0,427.0,-12151842.0,70830842.0,-2764749.0,65829749.0
2013,2013-2014,28,Livio Jean-Charles,,SAS,"$5,470,787 ","$1,072,200 ","$1,120,440 ","$1,168,680 ",,,,,,,,,,,,,,,,,,,,,,,,,,
2013,2013-2014,29,Archie Goodwin,Kentucky,OKC,"$5,430,929 ","$1,064,400 ","$1,112,280 ","$1,160,160 ",533.0,535.0,194.0,231.0,20.0,44.0,87.0,74.0,20.0,18.0,5.0,12.0,36.0,41.0,37.0,61.0,55.0,83.0,76.0,79.0,167.0,201.0,-12017313.0,70696313.0,-16641876.0,79706876.0
2013,2013-2014,30,Nemanja Nedovic,,PHO,"$5,391,647 ","$1,056,720 ","$1,104,240 ","$1,151,760 ",142.0,,26.0,,13.0,,15.0,,0.0,,3.0,,18.0,,7.0,,8.0,,8.0,,39.0,,4893616.0,53785384.0,,
2014,2014-2015,1,Andrew Wiggins,Kansas,CLE,"$24,850,243 ","$5,510,640 ","$5,758,680 ","$6,006,600 ",2969.0,2845.0,1387.0,1675.0,170.0,164.0,374.0,291.0,86.0,78.0,39.0,57.0,126.0,190.0,354.0,430.0,466.0,565.0,497.0,594.0,1137.0,1294.0,-18312634.0,81377634.0,-37975670.0,107975670.0
2014,2014-2015,2,Jabari Parker,Duke,MIL,"$22,239,712 ","$4,930,560 ","$5,152,440 ","$5,374,320 ",738.0,2408.0,308.0,1070.0,42.0,130.0,138.0,395.0,31.0,69.0,4.0,9.0,16.0,35.0,46.0,175.0,66.0,228.0,129.0,443.0,263.0,899.0,7950519.0,55114481.0,-579512.0,70579512.0
2014,2014-2015,3,Joel Embiid,Kansas,PHI,"$19,981,026 ","$4,427,640 ","$4,626,960 ","$4,826,160 ",786.0,1912.0,627.0,1445.0,66.0,199.0,243.0,690.0,27.0,40.0,36.0,66.0,98.0,214.0,191.0,359.0,244.0,467.0,200.0,510.0,429.0,1056.0,5139369.0,89003631.0,-927936.0,100020936.0
2014,2014-2015,4,Aaron Gordon,Arizona,ORL,"$18,019,460 ","$3,992,040 ","$4,171,680 ","$4,351,320 ",797.0,1863.0,243.0,719.0,33.0,128.0,169.0,507.0,21.0,59.0,13.0,42.0,48.0,142.0,44.0,129.0,61.0,193.0,93.0,274.0,208.0,579.0,4234482.0,58830518.0,5537144.0,64462856.0
2014,2014-2015,5,Dante Exum,,UTA,"$16,325,425 ","$3,615,000 ","$3,777,720 ","$3,940,320 ",,,,,,,,,,,,,,,,,,,,,,,,,,
2014,2014-2015,6,Marcus Smart,Oklahoma State,BOS,"$14,831,260 ","$3,283,320 ","$3,431,040 ","$3,578,880 ",1808.0,1667.0,523.0,558.0,208.0,185.0,222.0,255.0,99.0,91.0,91.0,61.0,272.0,241.0,82.0,129.0,127.0,166.0,175.0,184.0,477.0,529.0,-28982946.0,92047946.0,-11451123.0,81451123.0
2014,2014-2015,7,Julius Randle,Kentucky,LAL,"$13,545,962 ","$2,997,360 ","$3,132,240 ","$3,267,120 ",14.0,2286.0,2.0,919.0,0.0,144.0,0.0,829.0,0.0,53.0,0.0,10.0,0.0,36.0,0.0,193.0,2.0,270.0,1.0,358.0,3.0,835.0,-7309042.0,70374042.0,-3112648.0,73112648.0
2014,2014-2015,8,Nik Stauskas,Michigan,SAC,"$12,415,467 ","$2,745,840 ","$2,869,440 ","$2,993,040 ",1127.0,1809.0,319.0,617.0,67.0,138.0,88.0,183.0,20.0,44.0,48.0,106.0,149.0,325.0,55.0,91.0,64.0,118.0,108.0,210.0,296.0,545.0,-12259906.0,75324906.0,-2671296.0,72671296.0
2014,2014-2015,9,Noah Vonleh,Indiana,CHO,"$11,418,513 ","$2,524,200 ","$2,637,720 ","$2,751,360 ",259.0,1174.0,83.0,283.0,4.0,30.0,86.0,305.0,4.0,27.0,5.0,11.0,13.0,46.0,18.0,38.0,26.0,51.0,30.0,117.0,76.0,278.0,-2615052.0,65680052.0,-10426916.0,80426916.0
2014,2014-2015,10,Elfrid Payton,Louisiana,PHI,"$10,849,500 ","$2,397,840 ","$2,505,720 ","$2,613,600 ",2489.0,2145.0,731.0,778.0,533.0,467.0,349.0,261.0,142.0,89.0,11.0,30.0,42.0,92.0,118.0,112.0,214.0,190.0,301.0,318.0,708.0,730.0,2598778.0,60466222.0,4499323.0,65500677.0
2014,2014-2015,11,Doug McDermott,Creighton,DEN,"$10,436,434 ","$2,277,960 ","$2,380,440 ","$2,483,040 ",321.0,1861.0,109.0,764.0,6.0,59.0,43.0,195.0,4.0,14.0,13.0,110.0,41.0,259.0,10.0,72.0,15.0,84.0,43.0,291.0,107.0,644.0,-2764749.0,65829749.0,-1448753.0,71448753.0
2014,2014-2015,12,Dario Saric,,ORL,"$10,034,922 ","$2,164,080 ","$2,261,520 ","$2,358,840 ",,,,,,,,,,,,,,,,,,,,,,,,,,
2014,2014-2015,13,Zach LaVine,UCLA,MIN,"$9,647,298 ","$2,055,840 ","$2,148,360 ","$2,240,880 ",1902.0,2294.0,778.0,1150.0,276.0,251.0,214.0,228.0,54.0,69.0,57.0,123.0,167.0,316.0,149.0,161.0,177.0,203.0,286.0,433.0,677.0,959.0,-5770033.0,68835033.0,-2747407.0,72747407.0
2014,2014-2015,14,T.J. Warren,NC State,PHO,"$9,276,051 ","$1,953,120 ","$2,041,080 ","$2,128,920 ",614.0,1070.0,245.0,515.0,25.0,44.0,85.0,147.0,18.0,37.0,5.0,28.0,21.0,70.0,14.0,45.0,19.0,64.0,113.0,221.0,214.0,441.0,2827732.0,60237268.0,-3443637.0,73443637.0
2014,2014-2015,15,Adreian Payne,Michigan State,ATL,"$8,916,494 ","$1,855,320 ","$1,938,840 ","$2,022,240 ",19.0,720.0,5.0,208.0,0.0,30.0,4.0,158.0,1.0,18.0,0.0,1.0,1.0,8.0,1.0,29.0,2.0,44.0,2.0,89.0,7.0,213.0,4736043.0,58328957.0,4736043.0,58328957.0
2014,2014-2015,16,Jusuf Nurkic,,CHI,"$8,473,305 ","$1,762,680 ","$1,842,000 ","$1,921,320 ",,,,,,,,,,,,,,,,,,,,,,,,,,
2014,2014-2015,17,James Young,Kentucky,BOS,"$8,053,027 ","$1,674,480 ","$1,749,840 ","$1,825,200 ",332.0,199.0,105.0,29.0,13.0,9.0,42.0,26.0,8.0,6.0,17.0,6.0,66.0,26.0,16.0,1.0,29.0,4.0,36.0,11.0,102.0,36.0,-28982946.0,92047946.0,-11451123.0,81451123.0
2014,2014-2015,18,Tyler Ennis,Syracuse,PHO,"$7,653,667 ","$1,590,720 ","$1,662,360 ","$1,733,880 ",58.0,353.0,22.0,99.0,14.0,59.0,7.0,28.0,0.0,18.0,2.0,10.0,6.0,37.0,2.0,3.0,2.0,5.0,9.0,43.0,21.0,123.0,2827732.0,60237268.0,2827732.0,60237268.0
2014,2014-2015,19,Gary Harris,Michigan State,CHI,"$7,312,615 ","$1,519,200 ","$1,587,480 ","$1,655,880 ",719.0,2439.0,188.0,932.0,29.0,147.0,64.0,220.0,39.0,97.0,21.0,105.0,103.0,297.0,35.0,109.0,47.0,133.0,66.0,359.0,217.0,765.0,-4367537.0,67432537.0,-32184130.0,102184130.0
2014,2014-2015,20,Bruno Caboclo,,TOR,"$7,023,225 ","$1,458,360 ","$1,524,000 ","$1,589,640 ",23.0,43.0,10.0,3.0,0.0,1.0,2.0,2.0,0.0,2.0,2.0,1.0,3.0,7.0,0.0,0.0,0.0,0.0,4.0,1.0,12.0,12.0,-13946766.0,77011766.0,-4216787.0,74216787.0
2014,2014-2015,21,Mitch McGary,Michigan,OKC,"$6,820,102 ","$1,400,040 ","$1,463,040 ","$1,526,040 ",485.0,72.0,201.0,26.0,14.0,3.0,165.0,18.0,16.0,1.0,0.0,0.0,2.0,4.0,25.0,4.0,40.0,10.0,88.0,11.0,165.0,23.0,-16641876.0,79706876.0,-24712574.0,94712574.0
2014,2014-2015,22,Jordan Adams,UCLA,MEM,"$6,623,857 ","$1,344,120 ","$1,404,600 ","$1,465,080 ",248.0,15.0,94.0,7.0,16.0,3.0,28.0,2.0,16.0,3.0,10.0,0.0,25.0,1.0,14.0,3.0,23.0,5.0,35.0,2.0,86.0,6.0,-12610569.0,75675569.0,-15476595.0,85476595.0
2014,2014-2015,23,Rodney Hood,Duke,UTA,"$6,432,184 ","$1,290,360 ","$1,348,440 ","$1,406,520 ",1064.0,2541.0,433.0,1149.0,83.0,213.0,117.0,267.0,30.0,73.0,62.0,161.0,170.0,449.0,61.0,172.0,80.0,200.0,155.0,408.0,374.0,972.0,4159382.0,58905618.0,5182127.0,64817873.0
2014,2014-2015,24,Shabazz Napier,UConn,CHO,"$6,244,560 ","$1,238,640 ","$1,294,440 ","$1,350,120 ",1012.0,600.0,261.0,203.0,130.0,97.0,113.0,55.0,40.0,23.0,43.0,34.0,118.0,104.0,44.0,33.0,56.0,45.0,87.0,68.0,228.0,201.0,-2615052.0,65680052.0,-10426916.0,80426916.0
2014,2014-2015,25,Clint Capela,,HOU,"$6,062,688 ","$1,189,200 ","$1,242,720 ","$1,296,240 ",90.0,1471.0,32.0,542.0,2.0,47.0,36.0,494.0,1.0,59.0,0.0,0.0,0.0,1.0,4.0,80.0,23.0,211.0,14.0,231.0,29.0,397.0,-10985249.0,74050249.0,-18387446.0,88387446.0
2014,2014-2015,26,P.J. Hairston,UNC,MIA,"$5,863,767 ","$1,149,720 ","$1,201,440 ","$1,253,160 ",,,,,,,,,,,,,,,,,,,,,,,,,,
2014,2014-2015,27,Bogdan Bogdanovic,,PHO,"$5,695,940 ","$1,116,600 ","$1,166,760 ","$1,217,040 ",,,,,,,,,,,,,,,,,,,,,,,,,,
2014,2014-2015,28,C.J. Wilcox,Washington,LAC,"$5,662,368 ","$1,109,760 ","$1,159,680 ","$1,209,600 ",101.0,167.0,41.0,70.0,8.0,10.0,7.0,12.0,3.0,10.0,7.0,9.0,19.0,23.0,2.0,9.0,2.0,12.0,16.0,26.0,38.0,66.0,-19844773.0,82909773.0,-29997773.0,99997773.0
2014,2014-2015,29,Josh Huestis,Stanford,OKC,"$5,621,236 ","$1,101,600 ","$1,151,280 ","$1,200,840 ",55.0,31.0,14.0,14.0,0.0,3.0,10.0,9.0,1.0,0.0,4.0,2.0,6.0,4.0,0.0,0.0,4.0,1.0,5.0,6.0,12.0,11.0,-24712574.0,94712574.0,1822620.0,92320380.0
2014,2014-2015,30,Kyle Anderson,UCLA,SAS,"$5,580,344 ","$1,093,680 ","$1,142,880 ","$1,192,080 ",358.0,1245.0,74.0,350.0,28.0,123.0,72.0,244.0,15.0,60.0,3.0,12.0,11.0,37.0,9.0,62.0,14.0,83.0,31.0,138.0,89.0,295.0,-9123326.0,72188326.0,-17594996.0,87594996.0
2015,2015-2016,1,Karl-Anthony Towns,Kentucky,MIN,"$25,720,035 ","$5,703,600 ","$5,960,160 ","$6,216,840 ",2627.0,3030.0,1503.0,2061.0,161.0,220.0,858.0,1007.0,58.0,56.0,30.0,101.0,88.0,275.0,223.0,356.0,275.0,428.0,625.0,802.0,1153.0,1480.0,-2747407.0,72747407.0,22576181.0,71566819.0
2015,2015-2016,2,D'Angelo Russell,Ohio State,LAL,"$23,017,978 ","$5,103,120 ","$5,332,800 ","$5,562,360 ",2259.0,1811.0,1054.0,984.0,266.0,303.0,274.0,221.0,93.0,87.0,130.0,135.0,370.0,384.0,140.0,147.0,190.0,188.0,392.0,351.0,956.0,867.0,-3112648.0,73112648.0,-61120.0,94204120.0
2015,2015-2016,3,Jahlil Okafor,Duke,PHI,"$20,680,472 ","$4,582,680 ","$4,788,840 ","$4,995,120 ",1591.0,1134.0,928.0,590.0,65.0,58.0,373.0,240.0,22.0,20.0,1.0,0.0,6.0,0.0,133.0,106.0,194.0,158.0,397.0,242.0,781.0,471.0,4499323.0,65500677.0,5139369.0,89003631.0
2015,2015-2016,4,Kristaps Porzingis,,NYK,"$18,650,094 ","$4,131,720 ","$4,317,720 ","$4,503,600 ",,,,,,,,,,,,,,,,,,,,,,,,,,
2015,2015-2016,5,Mario Hezonja,,ORL,"$16,896,871 ","$3,741,480 ","$3,909,840 ","$4,078,320 ",1413.0,960.0,478.0,317.0,109.0,62.0,176.0,146.0,39.0,30.0,67.0,43.0,192.0,144.0,49.0,40.0,54.0,50.0,181.0,117.0,418.0,330.0,5537144.0,64462856.0,-10151550.0,104294550.0
2015,2015-2016,6,Willie Cauley-Stein,Kentucky,SAC,"$15,350,475 ","$3,398,280 ","$3,551,160 ","$3,704,160 ",1412.0,1421.0,463.0,611.0,37.0,80.0,352.0,339.0,47.0,53.0,0.0,0.0,2.0,2.0,81.0,101.0,125.0,151.0,191.0,255.0,339.0,481.0,-2671296.0,72671296.0,-1524032.0,95667032.0
2015,2015-2016,7,Emmanuel Mudiay,,DEN,"$14,020,000 ","$3,102,240 ","$3,241,800 ","$3,381,480 ",2068.0,1406.0,872.0,603.0,372.0,217.0,232.0,178.0,65.0,41.0,74.0,56.0,232.0,178.0,140.0,131.0,209.0,167.0,329.0,208.0,905.0,551.0,-1448753.0,71448753.0,11561064.0,82581936.0
2015,2015-2016,8,Stanley Johnson,Arizona,DET,"$12,850,042 ","$2,841,960 ","$2,969,880 ","$3,097,800 ",1687.0,1371.0,593.0,339.0,118.0,105.0,306.0,189.0,55.0,56.0,63.0,45.0,205.0,154.0,80.0,36.0,102.0,53.0,225.0,129.0,600.0,365.0,-5603690.0,75603690.0,-13758937.0,107901937.0
2015,2015-2016,9,Frank Kaminsky,Wisconsin,CHO,"$11,817,962 ","$2,612,520 ","$2,730,000 ","$2,847,600 ",1708.0,1954.0,606.0,874.0,98.0,162.0,335.0,336.0,38.0,46.0,68.0,116.0,202.0,354.0,108.0,118.0,148.0,156.0,215.0,320.0,525.0,802.0,-10426916.0,80426916.0,-7893240.0,102036240.0
2015,2015-2016,10,Justise Winslow,Duke,MIA,"$11,229,126 ","$2,481,720 ","$2,593,440 ","$2,705,040 ",2232.0,625.0,502.0,196.0,118.0,66.0,403.0,94.0,68.0,26.0,32.0,7.0,116.0,35.0,80.0,29.0,117.0,47.0,195.0,80.0,462.0,225.0,-14619637.0,84619637.0,-7677405.0,101820405.0
2015,2015-2016,11,Myles Turner,Texas,IND,"$10,801,804 ","$2,357,760 ","$2,463,840 ","$2,569,920 ",1367.0,2541.0,619.0,1173.0,41.0,106.0,332.0,589.0,25.0,74.0,3.0,40.0,14.0,115.0,88.0,245.0,121.0,303.0,264.0,444.0,530.0,869.0,-2413726.0,72413726.0,140996.0,94002004.0
2015,2015-2016,12,Trey Lyles,Kentucky,UTA,"$10,386,049 ","$2,239,800 ","$2,340,600 ","$2,441,400 ",1382.0,1158.0,488.0,440.0,59.0,69.0,299.0,235.0,26.0,26.0,49.0,65.0,128.0,204.0,57.0,57.0,82.0,79.0,191.0,159.0,436.0,439.0,5182127.0,64817873.0,13644808.0,80498192.0
2015,2015-2016,13,Devin Booker,Kentucky,PHO,"$9,985,165 ","$2,127,840 ","$2,223,600 ","$2,319,360 ",2108.0,2731.0,1048.0,1726.0,200.0,268.0,187.0,249.0,44.0,72.0,99.0,147.0,289.0,405.0,215.0,367.0,256.0,441.0,367.0,606.0,867.0,1431.0,-3443637.0,73443637.0,9087747.0,85055253.0
2015,2015-2016,14,Cameron Payne,Murray State,OKC,"$9,600,735 ","$2,021,520 ","$2,112,480 ","$2,203,440 ",698.0,320.0,283.0,106.0,108.0,40.0,85.0,31.0,36.0,10.0,36.0,16.0,111.0,52.0,19.0,4.0,24.0,4.0,114.0,43.0,278.0,130.0,-24712574.0,94712574.0,1822620.0,92320380.0
2015,2015-2016,15,Kelly Oubre Jr.,Kansas,ATL,"$9,228,550 ","$1,920,240 ","$2,006,640 ","$2,093,040 ",671.0,1605.0,236.0,501.0,13.0,47.0,133.0,261.0,22.0,58.0,25.0,54.0,79.0,188.0,31.0,75.0,49.0,99.0,90.0,186.0,211.0,442.0,-1407945.0,71407945.0,-1420799.0,95563799.0
2015,2015-2016,16,Terry Rozier,Louisville,BOS,"$8,769,710 ","$1,824,360 ","$1,906,440 ","$1,988,520 ",311.0,1263.0,72.0,410.0,37.0,131.0,63.0,227.0,6.0,45.0,6.0,57.0,27.0,179.0,8.0,51.0,10.0,66.0,29.0,151.0,106.0,411.0,-11451123.0,81451123.0,10412995.0,83730005.0
2015,2015-2016,17,Rashad Vaughn,UNLV,MIL,"$8,334,685 ","$1,733,040 ","$1,811,040 ","$1,889,040 ",1001.0,459.0,217.0,142.0,39.0,23.0,88.0,49.0,29.0,19.0,43.0,26.0,147.0,81.0,12.0,2.0,15.0,5.0,81.0,57.0,266.0,156.0,-579512.0,70579512.0,1466670.0,92676330.0
2015,2015-2016,18,Sam Dekker,Wisconsin,HOU,"$7,921,655 ","$1,646,400 ","$1,720,560 ","$1,794,600 ",6.0,1419.0,0.0,504.0,0.0,76.0,1.0,284.0,1.0,38.0,0.0,60.0,0.0,187.0,0.0,38.0,0.0,68.0,0.0,203.0,0.0,429.0,-18387446.0,88387446.0,3174507.0,90968493.0
2015,2015-2016,19,Jerian Grant,Notre Dame,WAS,"$7,568,554 ","$1,572,360 ","$1,643,040 ","$1,713,840 ",1265.0,1028.0,426.0,370.0,177.0,121.0,143.0,111.0,50.0,47.0,22.0,49.0,100.0,134.0,96.0,65.0,123.0,73.0,154.0,128.0,391.0,301.0,-17133390.0,87133390.0,-8194716.0,102337716.0
2015,2015-2016,20,Delon Wright,Utah,TOR,"$7,268,738 ","$1,509,360 ","$1,577,280 ","$1,645,200 ",229.0,446.0,103.0,150.0,31.0,57.0,37.0,48.0,8.0,27.0,5.0,10.0,13.0,30.0,26.0,42.0,35.0,55.0,36.0,49.0,80.0,116.0,-4216787.0,74216787.0,-17634477.0,111777477.0
2015,2015-2016,21,Justin Anderson,Virginia,DAL,"$7,058,648 ","$1,449,000 ","$1,514,160 ","$1,579,440 ",647.0,710.0,208.0,329.0,29.0,32.0,132.0,149.0,19.0,28.0,22.0,37.0,83.0,122.0,44.0,70.0,55.0,88.0,71.0,111.0,175.0,277.0,-4044137.0,74044137.0,-9940711.0,104083711.0
2015,2015-2016,22,Bobby Portis,Arkansas,CHI,"$6,855,506 ","$1,391,160 ","$1,453,680 ","$1,516,320 ",1102.0,1001.0,436.0,437.0,52.0,35.0,337.0,296.0,25.0,16.0,16.0,32.0,52.0,96.0,48.0,39.0,66.0,59.0,186.0,183.0,436.0,375.0,-32184130.0,102184130.0,967462.0,93175538.0
2015,2015-2016,23,Rondae Hollis-Jefferson,Arizona,POR,"$6,657,157 ","$1,335,480 ","$1,395,600 ","$1,455,720 ",615.0,1761.0,167.0,675.0,43.0,154.0,154.0,452.0,39.0,82.0,4.0,15.0,14.0,67.0,37.0,190.0,52.0,253.0,63.0,235.0,138.0,542.0,3437634.0,66562366.0,-18702578.0,112845578.0
2015,2015-2016,24,Tyus Jones,Duke,CLE,"$6,463,213 ","$1,282,080 ","$1,339,680 ","$1,397,400 ",573.0,774.0,156.0,209.0,108.0,156.0,47.0,67.0,31.0,48.0,16.0,26.0,53.0,73.0,28.0,33.0,39.0,43.0,56.0,75.0,156.0,181.0,-37975670.0,107975670.0,-33427594.0,127570594.0
2015,2015-2016,25,Jarell Martin,LSU,MEM,"$6,274,822 ","$1,230,840 ","$1,286,160 ","$1,341,600 ",380.0,558.0,153.0,165.0,15.0,8.0,86.0,162.0,8.0,17.0,0.0,9.0,2.0,25.0,45.0,40.0,62.0,50.0,54.0,58.0,116.0,151.0,-15476595.0,85476595.0,-16726863.0,110869863.0
2015,2015-2016,26,Nikola Milutinov,,SAS,"$6,069,195 ","$1,189,920 ","$1,243,560 ","$1,297,080 ",,,,,,,,,,,,,,,,,,,,,,,,,,
2015,2015-2016,27,Larry Nance Jr.,Wyoming,LAL,"$5,895,311 ","$1,155,600 ","$1,207,680 ","$1,259,640 ",1266.0,1442.0,349.0,449.0,44.0,96.0,312.0,369.0,54.0,82.0,1.0,10.0,10.0,36.0,32.0,59.0,47.0,80.0,158.0,190.0,300.0,361.0,-3112648.0,73112648.0,-61120.0,94204120.0
2015,2015-2016,28,R.J. Hunter,Georgia State University,BOS,"$5,860,628 ","$1,148,640 ","$1,200,240 ","$1,251,960 ",,,,,,,,,,,,,,,,,,,,,,,,,,
2015,2015-2016,29,Chris McCullough,Syracuse,BRK,"$5,817,886 ","$1,140,240 ","$1,191,480 ","$1,242,840 ",362.0,72.0,112.0,35.0,9.0,2.0,68.0,17.0,28.0,1.0,13.0,1.0,34.0,6.0,11.0,2.0,23.0,3.0,44.0,16.0,109.0,31.0,-9441671.0,79441671.0,1107839.0,93035161.0
2015,2015-2016,30,Kevon Looney,UCLA,GSW,"$5,775,721 ","$1,131,960 ","$1,182,840 ","$1,233,840 ",21.0,447.0,9.0,135.0,0.0,29.0,10.0,124.0,0.0,15.0,1.0,2.0,2.0,9.0,0.0,21.0,0.0,34.0,4.0,56.0,7.0,107.0,-34731006.0,104731006.0,-6098842.0,100241842.0
2016,2016-2017,1,Ben Simmons,LSU,PHI,"$26,620,450 ","$5,903,160 ","$6,168,840 ","$6,434,520 ",2732.0,2700.0,1279.0,1337.0,661.0,610.0,659.0,697.0,140.0,112.0,0.0,0.0,11.0,6.0,191.0,257.0,341.0,428.0,544.0,540.0,998.0,960.0,-927936.0,100020936.0,-10093081.0,111962081.0
2016,2016-2017,2,Brandon Ingram,Duke,LAL,"$23,823,685 ","$5,281,680 ","$5,519,400 ","$5,757,120 ",2279.0,1975.0,740.0,949.0,166.0,230.0,316.0,314.0,50.0,45.0,55.0,41.0,187.0,105.0,133.0,192.0,214.0,282.0,276.0,358.0,686.0,761.0,-61120.0,94204120.0,-6027157.0,105120157.0
2016,2016-2017,3,Jaylen Brown,California,BOS,"$21,404,269 ","$4,743,000 ","$4,956,480 ","$5,169,960 ",1341.0,2152.0,515.0,1017.0,64.0,114.0,220.0,346.0,35.0,70.0,46.0,121.0,134.0,306.0,85.0,150.0,124.0,233.0,192.0,373.0,422.0,803.0,10412995.0,83730005.0,3128440.0,95964560.0
2016,2016-2017,4,Dragan Bender,,PHO,"$19,302,919 ","$4,276,320 ","$4,468,800 ","$4,661,280 ",574.0,2069.0,146.0,531.0,23.0,130.0,103.0,361.0,10.0,22.0,28.0,118.0,101.0,322.0,4.0,39.0,11.0,51.0,57.0,187.0,161.0,484.0,9087747.0,85055253.0,6574366.0,92518634.0
2016,2016-2017,5,Kris Dunn,Providence,MIN,"$17,488,287 ","$3,872,520 ","$4,046,760 ","$4,221,000 ",1333.0,1525.0,293.0,699.0,188.0,310.0,166.0,221.0,78.0,104.0,21.0,43.0,73.0,134.0,36.0,84.0,59.0,114.0,118.0,286.0,313.0,666.0,22576181.0,71566819.0,-6086927.0,105179927.0
2016,2016-2017,6,Buddy Hield,Oklahoma,NOP,"$15,887,648 ","$3,517,200 ","$3,675,480 ","$3,833,760 ",1161.0,727.0,488.0,378.0,77.0,44.0,166.0,103.0,18.0,20.0,89.0,59.0,241.0,138.0,29.0,35.0,33.0,43.0,185.0,142.0,471.0,296.0,-7274816.0,101417816.0,-7274816.0,101417816.0
2016,2016-2017,7,Jamal Murray,Kentucky,DEN,"$14,510,706 ","$3,210,840 ","$3,355,320 ","$3,499,800 ",1765.0,2565.0,811.0,1352.0,170.0,274.0,214.0,297.0,51.0,79.0,115.0,165.0,344.0,436.0,106.0,229.0,120.0,253.0,295.0,479.0,730.0,1062.0,11561064.0,82581936.0,-7422203.0,106515203.0
2016,2016-2017,8,Marquese Chriss,Washington,SAC,"$13,299,636 ","$2,941,440 ","$3,073,800 ","$3,206,160 ",1743.0,1527.0,753.0,556.0,60.0,83.0,348.0,395.0,67.0,51.0,72.0,56.0,224.0,190.0,113.0,96.0,181.0,158.0,284.0,202.0,632.0,477.0,-1524032.0,95667032.0,1938794.0,97154206.0
